# Wavelength[nm], Reflectance
1.492060554696176496e+03 7.479121578073610888e-01
1.492768234859411905e+03 7.430394929576566998e-01
1.493476648116739170e+03 7.333413770719203750e-01
1.494185672285809687e+03 7.393891514721084857e-01
1.494895551731320438e+03 7.466868007457569956e-01
1.495606042088574213e+03 7.403901048792783657e-01
1.496317265539919845e+03 7.476796532011572571e-01
1.497029099903008728e+03 7.445832770340374829e-01
1.497741789542537845e+03 7.283867049828711693e-01
1.498455090093809986e+03 7.161724931480940581e-01
1.499169245921522588e+03 7.074368979516605371e-01
1.499884012660978442e+03 6.967046928373362702e-01
1.500599512494525925e+03 6.871940631522112097e-01
1.501315745422165037e+03 7.060273609925312721e-01
1.502032589261547400e+03 7.408187833052941595e-01
1.502750288377370225e+03 7.704682397323386889e-01
1.503468692605142223e+03 7.408177885335474055e-01
1.504187076394204723e+03 7.741404406509857505e-01
1.504906314675454723e+03 7.599344513390092759e-01
1.505626041237954723e+03 7.555848400984919166e-01
1.506346622292642223e+03 7.515450414522707456e-01
1.507067935769204723e+03 7.511580756777781476e-01
1.507789981667642223e+03 7.542785460196761438e-01
1.508512759987954723e+03 7.588088820790711564e-01
1.509236270730142223e+03 7.605480768485174403e-01
1.509960513894204723e+03 7.485463154376692518e-01
1.510685489480142223e+03 7.417747385037818386e-01
1.511411197487954723e+03 7.462814057073404728e-01
1.512137515847329723e+03 7.458784689392599088e-01
1.512864688698892223e+03 7.418724977134690812e-01
1.513592593972329723e+03 7.394000535548600483e-01
1.514321231667642223e+03 7.347982131220069935e-01
1.515050601784829723e+03 7.340823270983175552e-01
1.515780704323892223e+03 7.303851406332543261e-01
1.516511661355142223e+03 7.289180760701520212e-01
1.517243228737954723e+03 7.149189200466523619e-01
1.517975284402017223e+03 7.257777133100181688e-01
1.518708438698892223e+03 7.129602417721526697e-01
1.519442325417642223e+03 7.205400414269921283e-01
1.520176822487954723e+03 7.170117355484229016e-01
1.520912174050454723e+03 7.184299038854803365e-01
1.521648258034829723e+03 7.123759526580901724e-01
1.522385074441079723e+03 7.134350655270518260e-01
1.523122501198892223e+03 7.100007002547539248e-01
1.523860782448892223e+03 7.163617048520080077e-01
1.524599796120767223e+03 7.198784364920632894e-01
1.525339664284829723e+03 7.099935638651266867e-01
1.526080020730142223e+03 7.196261187672061688e-01
1.526821475808267223e+03 7.196303968405849405e-01
1.527563297097329723e+03 7.119796420945868620e-01
1.528306339089517223e+03 7.226365029129040440e-01
1.529049869362954723e+03 7.234116823540602814e-01
1.529794254128579723e+03 7.140960147948720582e-01
1.530539371316079723e+03 7.154632380640680855e-01
1.531285220925454723e+03 7.256091638823203294e-01
1.532031680886392223e+03 7.214223440455725944e-01
1.532779117409829723e+03 7.141723797855460409e-01
1.533527286355142223e+03 6.914010652536771717e-01
1.534276065652017223e+03 6.706557109419287732e-01
1.535025943581704723e+03 6.891866664219615801e-01
1.535776065652017223e+03 6.966343079306485109e-01
1.536527530495767223e+03 7.018024610742787939e-01
1.537279483620767223e+03 6.929011371353132054e-01
1.538032291237954723e+03 6.925973379676002573e-01
1.538785831277017223e+03 6.632971544673074149e-01
1.539539981667642223e+03 6.457220377068784156e-01
1.540295108620767223e+03 6.151989814304235082e-01
1.541050967995767223e+03 5.734942897037447196e-01
1.541807681862954723e+03 4.950237919220646932e-01
1.542565128152017223e+03 4.037296471133707265e-01
1.543323184792642223e+03 3.912280632138922520e-01
1.544082095925454723e+03 5.152111250103684759e-01
1.544841983620767223e+03 5.930198607950128986e-01
1.545602603737954723e+03 6.274699174592756057e-01
1.546363834206704723e+03 6.525952304895848988e-01
1.547125919167642223e+03 6.646478932328799827e-01
1.547888858620767223e+03 6.669408216048400284e-01
1.548652652566079723e+03 6.627470214527031445e-01
1.549417056862954723e+03 6.563520854302176133e-01
1.550182315652017223e+03 6.490953274341304535e-01
1.550948428933267223e+03 6.161316471341186096e-01
1.551715274636392223e+03 6.080314094855965301e-01
1.552482852761392223e+03 6.019344533652716267e-01
1.553251285378579723e+03 6.161141657354458623e-01
1.554020572487954723e+03 6.031640133617264254e-01
1.554790714089517223e+03 6.068889040374877419e-01
1.555561466042642223e+03 6.105031494719481699e-01
1.556333194558267223e+03 6.103550608921615162e-01
1.557105655495767223e+03 6.190725339125721094e-01
1.557878970925454723e+03 6.245415966351692827e-01
1.558652896706704723e+03 6.246491902361051007e-01
1.559427799050454723e+03 6.177477451346208293e-01
1.560203555886392223e+03 6.098812308388169567e-01
1.560980045144204723e+03 6.168969706263397468e-01
1.561757266823892223e+03 6.219810676396761995e-01
1.562535342995767223e+03 6.221070408003428476e-01
1.563314395730142223e+03 6.265198466688931545e-01
1.564094058816079723e+03 6.257579518499259974e-01
1.564874576394204723e+03 6.250973280493725692e-01
1.565655948464517223e+03 6.253825013816599609e-01
1.566438175027017223e+03 6.467047854816998509e-01
1.567221134011392223e+03 6.438244886515236409e-01
1.568004947487954723e+03 6.602431673421877978e-01
1.568789737527017223e+03 6.534005027596710979e-01
1.569575015847329723e+03 6.488512539052163630e-01
1.570361392800454723e+03 6.421647025179418877e-01
1.571148380105142223e+03 6.367236883802687153e-01
1.571936466042642223e+03 6.095554354167047606e-01
1.572725284402017223e+03 6.068257738902770315e-01
1.573514835183267223e+03 5.631646804790511052e-01
1.574305240456704723e+03 5.360351978132890105e-01
1.575096500222329723e+03 4.938525905813499484e-01
1.575888736550454723e+03 4.394902494417334826e-01
1.576681705300454723e+03 3.645809734068410357e-01
1.577475406472329723e+03 2.659544769970082490e-01
1.578269962136392223e+03 2.689339412468274015e-01
1.579065494362954723e+03 3.559718172296144068e-01
1.579861636941079723e+03 4.433178360144602315e-01
1.580658878152017223e+03 5.014416334749755011e-01
1.581456973855142223e+03 5.565294363301147573e-01
1.582255679909829723e+03 5.831562157926788448e-01
1.583055362527017223e+03 5.804133772449991957e-01
1.583855777566079723e+03 6.003513087645141466e-01
1.584657169167642223e+03 5.877182252385644290e-01
1.585459415261392223e+03 6.117692857443065568e-01
1.586262393777017223e+03 6.090217921066513052e-01
1.587066348855142223e+03 6.069130619205552746e-01
1.587871158425454723e+03 6.179020149663638772e-01
1.588676578347329723e+03 6.280012569767329245e-01
1.589483218972329723e+03 6.014311331605211031e-01
1.590290714089517223e+03 5.643525086382071843e-01
1.591098819558267223e+03 5.539034735070986759e-01
1.591907901589517223e+03 5.556916754956090498e-01
1.592717716042642223e+03 5.712308941201239554e-01
1.593528507058267223e+03 5.669396028704186685e-01
1.594340274636392223e+03 5.725813417109367753e-01
1.595152652566079723e+03 5.982338374234950074e-01
1.595966129128579723e+03 6.212414093968110507e-01
1.596780460183267223e+03 6.474640128905885250e-01
1.597595279519204723e+03 6.557585692035859948e-01
1.598411441628579723e+03 6.673780026108770969e-01
1.599228336159829723e+03 6.732083340102503755e-01
1.600046085183267223e+03 6.834663140023581329e-01
1.600864688698892223e+03 6.715178396428241880e-01
1.601684146706704723e+03 6.400179185928727144e-01
1.602504581277017223e+03 6.129180507340743489e-01
1.603325748269204723e+03 5.758831890152097399e-01
1.604147891823892223e+03 5.733323109543717599e-01
1.604971011941079723e+03 6.066782532601552314e-01
1.605794864480142223e+03 6.034536770109009129e-01
1.606619571511392223e+03 5.763243797783631495e-01
1.607445255105142223e+03 5.234824341655677227e-01
1.608271915261392223e+03 4.311244571559134653e-01
1.609099307839517223e+03 3.140156792545716891e-01
1.609927676980142223e+03 2.927762981698962541e-01
1.610756900612954723e+03 3.946679661625072666e-01
1.611586978737954723e+03 5.013344909850951936e-01
1.612418033425454723e+03 5.669857019165391865e-01
1.613249942605142223e+03 6.196930734097414462e-01
1.614082828347329723e+03 6.377525482515155053e-01
1.614916446511392223e+03 6.697526220665602770e-01
1.615751041237954723e+03 6.729205066284714709e-01
1.616586612527017223e+03 6.642022839587611305e-01
1.617423038308267223e+03 6.582137618347965180e-01
1.618260440652017223e+03 6.804412651239902798e-01
1.619098697487954723e+03 6.915815009186728757e-01
1.619937930886392223e+03 7.121312010535172377e-01
1.620777896706704723e+03 7.101652733642909165e-01
1.621618961159829723e+03 7.267598357320584901e-01
1.622460758034829723e+03 7.150678561401199174e-01
1.623303653542642223e+03 7.279950926002430878e-01
1.624147281472329723e+03 7.361935060356256111e-01
1.624992008034829723e+03 7.428559603863110761e-01
1.625837467019204723e+03 7.452339640497691597e-01
1.626683902566079723e+03 7.478101001390620173e-01
1.627531314675454723e+03 7.460407178110292081e-01
1.628379703347329723e+03 7.501905428730009096e-01
1.629228946511392223e+03 7.398679370698305613e-01
1.630079166237954723e+03 7.547582166159366723e-01
1.630930240456704723e+03 7.576667123151081817e-01
1.631782291237954723e+03 7.606683251202005502e-01
1.632635318581704723e+03 7.378382075122144057e-01
1.633489200417642223e+03 7.312291280053482279e-01
1.634344058816079723e+03 6.814672486465104262e-01
1.635199771706704723e+03 6.947210972242489069e-01
1.636056461159829723e+03 7.416625683652716683e-01
1.636914127175454723e+03 7.320901757932140042e-01
1.637772647683267223e+03 7.512095205139993626e-01
1.638632266823892223e+03 7.529164916627114623e-01
1.639492740456704723e+03 7.011958965461609905e-01
1.640354190652017223e+03 7.411567149888873551e-01
1.641216495339517223e+03 7.670614342917566608e-01
1.642079898659829723e+03 7.791091785047750129e-01
1.642944156472329723e+03 7.927703004716445401e-01
1.643809390847329723e+03 7.853424491988442169e-01
1.644675479714517223e+03 7.789804157350161962e-01
